"Accepted Symbol","Synonym Symbol","Scientific Name","Common Name","Category","Duration","Growth Habit","Native Status","State Noxious Status","State Noxious Common Name","Characteristics Data","Active Growth Period","After Harvest Regrowth Rate","Bloat","C:N Ratio","Coppice Potential","Fall Conspicuous","Fire Resistance","Flower Color","Flower Conspicuous","Foliage Color","Foliage Porosity Summer","Foliage Porosity Winter","Foliage Texture","Fruit Color","Fruit Conspicuous","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Known Allelopath","Leaf Retention","Lifespan","Low Growing Grass","Nitrogen Fixation","Resprout Ability","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Anaerobic Tolerance","CaCO<SUB>3</SUB> Tolerance","Cold Stratification Required","Drought Tolerance","Fertility Requirement","Fire Tolerance","Frost Free Days, Minimum","Hedge Tolerance","Moisture Use","pH (Minimum)","pH (Maximum)","Planting Density per Acre, Minimum","Planting Density per Acre, Maximum","Precipitation (Minimum)","Precipitation (Maximum)","Root Depth, Minimum (inches)","Salinity Tolerance","Shade Tolerance","Temperature, Minimum (°F)","Bloom Period","Commercial Availability","Fruit/Seed Abundance","Fruit/Seed Period Begin","Fruit/Seed Period End","Fruit/Seed Persistence","Propogated by Bare Root","Propogated by Bulbs","Propogated by Container","Propogated by Corms","Propogated by Cuttings","Propogated by Seed","Propogated by Sod","Propogated by Sprigs","Propogated by Tubers","Seeds per Pound","Seed Spread Rate","Seedling Vigor","Small Grain","Vegetative Spread Rate","Berry/Nut/Seed Product","Christmas Tree Product","Fodder Product","Fuelwood Product","Lumber Product","Naval Store Product","Nursery Stock Product","Palatable Browse Animal","Palatable Graze Animal","Palatable Human","Post Product","Protein Potential","Pulpwood Product","Veneer Product"
"SOMI2","","Solidago missouriensis","Missouri goldenrod","Dicot","Perennial","Forb/herb","L48(N)CAN(N)","","","Yes","Spring, Summer, Fall","Slow","None","High","No","Yes","No","Yellow","Yes","Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Moderate","","3.0","No","No","Short","No","None","No","Erect","None","Yes","Yes","No","Low","Medium","No","High","Low","High","90","None","Low","5.5","7.5","1700","2700","12","35","8","Low","Intermediate","-38","Late Summer","No Known Source","Medium","Summer","Fall","No","Yes","No","No","No","No","Yes","No","Yes","No","1998238","Slow","Medium","No","Moderate","No","No","No","","No","No","No","Low","","No","No","Low","No","No"
"SOMIF","","Solidago missouriensis var. fasciculata","Missouri goldenrod","Dicot","Perennial","Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOMIM","","Solidago missouriensis var. missouriensis","Missouri goldenrod","Dicot","Perennial","Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOMIT","","Solidago missouriensis var. tolmieana","Tolmie's goldenrod","Dicot","Perennial","Forb/herb","L48(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOMU","","Solidago multiradiata","Rocky Mountain goldenrod","Dicot","Perennial","Subshrub, Forb/herb","L48(N)AK(N)CAN(N)","","","Yes","Spring and Summer","Moderate","None","Medium","No","No","No","Yellow","Yes","Green","Moderate","Porous","Medium","","No","Single Stem","","2","1.0","No","No","Short","No","None","No","Erect","","Yes","No","No","Low","","Yes","Low","Medium","","47","Low","","5.0","7.3","5120","20000","10","100","12","None","Intolerant","-62","Late Summer","","","","","No","No","No","No","No","No","No","No","No","No","108888","Rapid","High","No","","No","No","No","","No","No","No","","","No","No","","No","No"
"SOMUS","","Solidago multiradiata var. scopulorum","manyray goldenrod","Dicot","Perennial","Forb/herb, Subshrub","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOSI3","","Solidago simplex","Mt. Albert goldenrod","Dicot","Perennial","Subshrub, Forb/herb","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOSIS","","Solidago simplex ssp. simplex","Mt. Albert goldenrod","Dicot","Perennial","Forb/herb, Subshrub","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOSIN","","Solidago simplex ssp. simplex var. nana","dwarf goldenrod","Dicot","Perennial","Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOSIS3","","Solidago simplex ssp. simplex var. simplex","Mt. Albert goldenrod","Dicot","Perennial","Forb/herb, Subshrub","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOLIV","","Soliva","burrweed","Dicot","","","L48(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOSE2","","Soliva sessilis","field burrweed","Dicot","Annual","Forb/herb","L48(I)HI(I)CAN(I)","WA(CAW)","WA (lawnweed)","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SONCH","","Sonchus","sowthistle","Dicot","","","L48(I)GL(I)SPM(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOAR2","","Sonchus arvensis","field sowthistle","Dicot","Perennial","Forb/herb","L48(I)AK(I)CAN(I)SPM(I)","AK(NW)AZ(PNW)CA(AW)CO(CW)HI(NW)IA(PRNW)ID(NW)IL(NW)MI(NW)MN(PNW)NV(NW)SD(NW, RNPS)WY(NW)","AK (perennial sowthistle)AZ (perennial sowthistle)CA (perennial sowthistle)CO (perennial sowthistle)HI (perennial sowthistle)IA (perennial sowthistle)ID (perennial sowthistle)IL (perennial sowthistle)MI (perennial sowthistle)MN (sowthistle)NV (sowthistle)SD (perennial sowthistle)WY (perennial sowthistle)","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOARA2","","Sonchus arvensis ssp. arvensis","field sowthistle","Dicot","Perennial","Forb/herb","L48(I)CAN(I)SPM(I)","WA(CBW)","WA (perennial sowthistle)","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOARU","","Sonchus arvensis ssp. uliginosus","moist sowthistle","Dicot","Perennial","Forb/herb","L48(I)AK(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOAS","","Sonchus asper","spiny sowthistle","Dicot","Annual","Forb/herb","L48(I)AK(I)HI(I)PR(I)CAN(I)SPM(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOOL","","Sonchus oleraceus","common sowthistle","Dicot","Annual","Forb/herb","L48(I)AK(I)HI(I)PR(I)VI(I)CAN(I)GL(I)SPM(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SORBA","","Sorbaria","false spiraea","Dicot","","","L48(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOKI","","Sorbaria kirilowii","giant false spiraea","Dicot","Perennial","Shrub","L48(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOSO2","","Sorbaria sorbifolia","false spiraea","Dicot","Perennial","Shrub","L48(I)AK(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SORBU","","Sorbus","mountain ash","Dicot","","","L48(I,N)CAN(I,N)GL(N)SPM(I,N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOAI","","Sorbus airia","winterbeam","Dicot","Perennial","Tree","L48(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOAU","","Sorbus aucuparia","European mountain ash","Dicot","Perennial","Tree, Shrub","L48(I)AK(I)CAN(I)SPM(I)","","","Yes","Spring and Summer","","None","High","No","Yes","No","White","Yes","Green","Moderate","Porous","Fine","Orange","Yes","Single Stem","Rapid","35","40","No","No","Moderate","No","None","Yes","Erect","None","Yes","Yes","No","None","Low","Yes","Low","Medium","None","110","None","Medium","5.5","7.5","300","1200","28","60","28","None","Intermediate","-33","Late Spring","Routinely Available","High","Summer","Fall","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","125000","Slow","Medium","No","None","No","No","No","","No","No","Yes","","","No","No","Low","No","No"
"SOHY3","","Sorbus hybrida","oakleaf mountain ash","Dicot","Perennial","Tree","L48(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOSC2","","Sorbus scopulina","Greene's mountain ash","Dicot","Perennial","Tree, Shrub","L48(N)AK(N)CAN(N)","","","Yes","Spring and Summer","","None","High","No","Yes","No","White","Yes","Green","Moderate","Porous","Fine","Red","Yes","Multiple Stem","Moderate","3","12","No","No","Moderate","No","None","Yes","Erect","None","Yes","Yes","No","Low","Low","Yes","None","Medium","None","120","Low","Medium","5.6","7.3","250","1200","10","60","12","None","Intermediate","-3","Summer","Contracting Only","High","Summer","Fall","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","144000","Rapid","High","No","None","No","No","No","","No","No","Yes","Medium","Low","No","No","Medium","No","No"
"SOSCC","","Sorbus scopulina var. cascadensis","Cascade mountain ash","Dicot","Perennial","Tree, Shrub","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOSCS","","Sorbus scopulina var. scopulina","Greene's mountain ash","Dicot","Perennial","Shrub, Tree","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOSI2","","Sorbus sitchensis","western mountain ash","Dicot","Perennial","Tree, Shrub","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOSIG","","Sorbus sitchensis var. grayi","western mountain ash","Dicot","Perennial","Tree, Shrub","L48(N)AK(N)CAN(N)","","","Yes","Spring and Summer","","None","High","Yes","Yes","No","White","Yes","Dark Green","Moderate","Porous","Fine","Red","Yes","Single Stem","Slow","15","15","No","No","Moderate","No","None","Yes","Erect","None","Yes","Yes","Yes","None","None","Yes","Low","Medium","Low","100","Low","Medium","6.0","7.2","700","1700","20","40","16","None","Intolerant","-28","Late Spring","Contracting Only","High","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","No","No","140000","Moderate","High","No","Moderate","No","No","No","","No","No","No","Low","Low","No","No","","No","No"
"SOSIS2","","Sorbus sitchensis var. sitchensis","Sitka mountain ash","Dicot","Perennial","Shrub, Tree","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SORGH2","","Sorghum","sorghum","Monocot","","","L48(I)CAN(I,W)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SOBI2","","Sorghum bicolor","sorghum","Monocot","Annual","Graminoid","L48(I)HI(I)PR(I)VI(I)CAN(I)","IA(SNW)IN(NW)MD(NW)NV(NW)OH(PNW)PA(NW)","IA (shattercane)IN (shattercane)MD (shatter cane, wild cane)NV (perennial sweet Sudan)OH (shatter cane)PA (shattercane)","Yes","Summer and Fall","Rapid","None","Low","No","No","No","Brown","No","Green","Dense","Moderate","Coarse","Brown","Yes","Bunch","Rapid","","4.0","No","No","","No","None","No","Erect","Moderate","Yes","Yes","Yes","None","Low","No","High","High","Low","90","None","Medium","5.5","7.5","","","18","60","12","Medium","Intolerant","47","Late Summer","Routinely Available","High","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","27280","Slow","High","Yes","None","No","No","Yes","","No","No","No","Medium","High","Yes","No","Medium","No","No"
"SOBIB","","Sorghum bicolor ssp. bicolor","grain sorghum","Monocot","Annual","Graminoid","L48(I)HI(I)PR(I)VI(I)CAN(W)","","","Yes","Summer and Fall","Rapid","None","Low","No","No","No","Yellow","No","Green","Dense","Moderate","Coarse","Brown","Yes","Bunch","Rapid","","8.0","Yes","No","","No","None","No","Erect","Moderate","Yes","Yes","Yes","None","Low","No","High","High","Low","60","None","Medium","5.5","7.5","","","18","60","12","Medium","Intolerant","47","Late Summer","Routinely Available","High","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","24960","Slow","High","Yes","None","No","No","Yes","","No","No","No","Medium","High","Yes","No","High","No","No"
"SOHA","","Sorghum halepense","Johnsongrass","Monocot","Perennial","Graminoid","L48(I)HI(I)PR(I)CAN(I)","AR(NW)CA(CW)CO(CW)DE(NW)ID(NW)IL(NW)IN(NW)KS(NW)KY(NW)MD(NW)MO(NW)NV(NW)OH(PNW)OR(BDW, Q)PA(NW)SD(RNPS)UT(NW)WA(CAW, NWSPQ)WV(NW)","AR (johnsongrass)CA (johnsongrass)CO (johnsongrass)DE (johnsongrass)ID (johnsongrass)IL (johnsongrass)IN (johnsongrass)KS (johnsongrass)KY (johnsongrass)MD (johnsongrass)MO (johnsongrass)NV (johnsongrass)OH (johnsongrass)OR (johnsongrass)PA (johnsongrass)SD (johnsongrass)UT (johnsongrass)WA (johnsongrass)WV (johnsongrass)","Yes","Summer and Fall","Rapid","None","Medium","No","No","No","Yellow","No","Green","Dense","Moderate","Coarse","Brown","Yes","Rhizomatous","Rapid","","3.5","Yes","No","Long","No","None","No","Erect","Slight","Yes","Yes","Yes","Low","Low","No","Low","Medium","High","165","None","High","5.0","7.0","4800","11000","32","60","10","Low","Intolerant","-13","Late Summer","Routinely Available","High","Summer","Fall","No","No","No","No","No","No","Yes","No","Yes","No","119280","Rapid","High","Yes","Rapid","No","No","Yes","","No","No","No","High","High","No","No","Medium","No","No"
"SPARG","","Sparganium","bur-reed","Monocot","","","L48(I,N)CAN(N)GL(N)SPM(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPAN2","","Sparganium angustifolium","narrowleaf bur-reed","Monocot","Perennial","Forb/herb","L48(N)AK(N)CAN(N)GL(N)SPM(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPEM2","","Sparganium emersum","European bur-reed","Monocot","Perennial","Forb/herb","L48(N)AK(N)CAN(N)SPM(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPER","","Sparganium erectum","simplestem bur-reed","Monocot","Perennial","Forb/herb","L48(I)","AL(CAW)CA(Q)FL(PAP1)MA(P)NC(CAW)OR(Q)SC(ILAP, PP)VT(CAW)","AL (exotic bur-reed)CA (exotic bur-reed)FL (exotic bur-reed)MA (exotic bur-reed)NC (simplestem bur-reed)OR (exotic bur-reed)SC (exotic bur reed, branched burreed)VT (exotic bur-reed)","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPERS2","","Sparganium erectum ssp. stoloniferum","simplestem bur-reed","Monocot","Perennial","Forb/herb","L48(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPEU","","Sparganium eurycarpum","broadfruit bur-reed","Monocot","Perennial","Forb/herb","L48(N)CAN(N)SPM(N)","","","Yes","Spring","Slow","None","","No","No","No","Green","No","Green","Moderate","Porous","Medium","Green","No","Colonizing","Moderate","","4.9","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","High","Medium","No","None","Low","None","95","None","High","5.0","8.5","3500","4800","10","50","12","None","Intermediate","-33","Indeterminate","Routinely Available","Medium","Spring","Fall","Yes","No","No","No","No","No","Yes","No","Yes","No","1468","Moderate","High","No","Rapid","No","No","No","","No","No","No","Medium","","No","No","","No","No"
"SPFL","","Sparganium fluctuans","floating bur-reed","Monocot","Perennial","Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPNA","","Sparganium natans","small bur-reed","Monocot","Perennial","Forb/herb","L48(N)AK(N)CAN(N)SPM(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPART","","Spartina","cordgrass","Monocot","","","L48(I,N)CAN(I,N)SPM(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPTO","","Spartina ×townsendii","cordgrass","Monocot","Perennial","Graminoid","L48(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPAL","","Spartina alterniflora","smooth cordgrass","Monocot","Perennial","Graminoid","L48(N)CAN(N)","OR(ADW, Q, ADW)WA(CBW, WAWQ)","OR (smooth cordgrass)WA (smooth cordgrass)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Bunch","Moderate","","3.5","No","No","Moderate","Yes","None","No","Erect","None","Yes","Yes","Yes","High","Low","Yes","None","Medium","High","140","None","High","5.4","7.0","2728","40000","40","100","12","High","Intolerant","-23","Late Spring","Routinely Available","Low","Spring","Summer","No","No","No","Yes","No","No","Yes","No","Yes","No","20000","Slow","Low","No","Rapid","No","No","No","","No","No","Yes","Low","Medium","No","No","Low","No","No"
"SPAN5","","Spartina anglica","common cordgrass","Monocot","Perennial","Graminoid","L48(I)CAN(I)","OR(ADW, Q)WA(CBW)","OR (common cordgrass)WA (common cordgrass)","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPDE2","","Spartina densiflora","denseflower cordgrass","Monocot","Perennial","Graminoid","L48(I)CAN(I)","OR(ADW, Q)WA(CAW)","OR (dense-flowered cordgrass)WA (denseflower cordgrass)","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPGR","","Spartina gracilis","alkali cordgrass","Monocot","Perennial","Graminoid","L48(N)CAN(N)","","","Yes","Spring and Summer","Slow","None","High","No","No","No","Yellow","No","Green","Moderate","Porous","Coarse","Brown","No","Rhizomatous","Moderate","","3.0","No","No","Long","Yes","None","No","Erect","None","No","Yes","Yes","Medium","High","No","Medium","Low","High","90","None","Medium","7.0","9.5","2700","4800","12","30","14","High","Intolerant","-38","Late Summer","Routinely Available","Low","Summer","Fall","No","No","No","No","No","No","Yes","No","Yes","No","105000","Slow","Low","No","Moderate","No","No","Yes","","No","No","No","Low","Low","No","No","Low","No","No"
"SPPA","","Spartina patens","saltmeadow cordgrass","Monocot","Perennial","Graminoid","L48(N)PR(N)VI(N)CAN(N)","OR(BDW, Q, BDW)WA(CAW, WAWQ)","OR (saltmeadow cordgrass)WA (salt meadow cordgrass)","Yes","Spring and Summer","Slow","None","Medium","No","No","No","Yellow","No","Dark Green","Moderate","Porous","Coarse","Brown","No","Rhizomatous","Moderate","","3.2","No","No","Long","Yes","None","No","Erect","None","Yes","Yes","Yes","High","Medium","No","Medium","Medium","High","280","None","Medium","5.3","7.5","11000","19000","32","65","10","High","Intolerant","12","Early Summer","Routinely Available","Low","Summer","Fall","No","No","No","Yes","No","No","No","No","Yes","No","110000","Slow","Low","No","Rapid","No","No","No","","No","No","Yes","Low","Low","No","No","Low","No","No"
"SPPE","","Spartina pectinata","prairie cordgrass","Monocot","Perennial","Graminoid","L48(N)CAN(N)SPM(N)","","","Yes","Spring and Summer","Moderate","None","High","No","No","No","Yellow","No","Green","Dense","Moderate","Coarse","Brown","No","Rhizomatous","Rapid","","8.0","No","No","Long","Yes","None","No","Erect","None","Yes","Yes","No","High","Medium","No","Low","Medium","High","110","None","High","6.0","8.5","2700","4800","14","35","18","Low","Intolerant","-38","Mid Summer","Routinely Available","Low","Summer","Fall","Yes","No","No","No","No","No","Yes","No","Yes","No","638863","Slow","Medium","No","Rapid","No","No","Yes","","No","No","No","Low","Medium","No","No","Low","No","No"
"SPART2","","Spartium","broom","Dicot","","","L48(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPJU2","","Spartium junceum","Spanish broom","Dicot","Perennial","Shrub","L48(I)HI(I)","HI(NW)OR(BDW)WA(CAW)","HI (Spanish broom)OR (Spanish broom)WA (Spanish broom)","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPERG","","Spergula","spurry","Dicot","","","L48(I)CAN(I)GL(I)SPM(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPAR","","Spergula arvensis","corn spurry","Dicot","Annual","Forb/herb","L48(I)AK(I)HI(I)CAN(I)GL(I)SPM(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPERG2","","Spergularia","sandspurry","Dicot","","","L48(I,N)CAN(I,N)GL(N)SPM(I,N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPBO","","Spergularia bocconii","Boccone's sandspurry","Dicot","Annual","Forb/herb","L48(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPCA3","","Spergularia canadensis","Canadian sandspurry","Dicot","Annual","Forb/herb","L48(N)AK(N)CAN(N)GL(N)SPM(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPCAO","","Spergularia canadensis var. occidentalis","western sandspurry","Dicot","Annual","Forb/herb","L48(N)AK(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPDI","","Spergularia diandra","alkali sandspurry","Dicot","Annual","Forb/herb","L48(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPMA","","Spergularia macrotheca","sticky sandspurry","Dicot","Perennial","Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPMAM","","Spergularia macrotheca var. macrotheca","sticky sandspurry","Dicot","Perennial","Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPMA10","","Spergularia maritima","media sandspurry","Dicot","Annual, Perennial","Forb/herb","L48(I)CAN(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPRU","","Spergularia rubra","red sandspurry","Dicot","Annual, Perennial","Forb/herb","L48(I)AK(I)CAN(I)SPM(I)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPSA5","","Spergularia salina","salt sandspurry","Dicot","Annual, Biennial, Perennial","Forb/herb","L48(N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SPHAE","","Sphaeralcea","globemallow","Dicot","","","L48(I,N)CAN(N)","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
